settlement_key,market_family,api_fixture_id,league,league_id,kickoff_utc,settled_at_utc,home_team,away_team,market_key,line,team_side,final_home_goals,final_away_goals,selection_a,selection_b,selection_c,result_a,result_b,result_c,bet365_close_a,bet365_close_b,bet365_close_c,marathon_close_a,marathon_close_b,marathon_close_c,bet365_pnl_a,bet365_pnl_b,bet365_pnl_c,marathon_pnl_a,marathon_pnl_b,marathon_pnl_c,fixture_status,settlement_status,note
EUROPEAN_HANDICAP|EH|1549016|+2,EUROPEAN_HANDICAP,1549016,Danish Superliga,119,2026-09-11T17:00:00Z,2026-09-11T20:47:13Z,FC Copenhagen,AC Horsens,EH|1549016|+2,+2,,2,0,HOME,DRAW,AWAY,WIN,LOSS,LOSS,1.01,26.0,51.0,,,,0.010000,-1.000000,-1.000000,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1552162|-4,EUROPEAN_HANDICAP,1552162,Eredivisie,88,2026-09-11T18:00:00Z,2026-09-11T20:47:13Z,AZ Alkmaar,Willem II,EH|1552162|-4,-4,,1,1,HOME,DRAW,AWAY,LOSS,LOSS,WIN,6.0,6.0,1.33,5.25,6.0,1.3,-1.000000,-1.000000,0.330000,-1.000000,-1.000000,0.300000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1552162|-3,EUROPEAN_HANDICAP,1552162,Eredivisie,88,2026-09-11T18:00:00Z,2026-09-11T20:47:13Z,AZ Alkmaar,Willem II,EH|1552162|-3,-3,,1,1,HOME,DRAW,AWAY,LOSS,LOSS,WIN,3.25,4.75,1.8,2.97,4.55,1.79,-1.000000,-1.000000,0.800000,-1.000000,-1.000000,0.790000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1552162|-2,EUROPEAN_HANDICAP,1552162,Eredivisie,88,2026-09-11T18:00:00Z,2026-09-11T20:47:13Z,AZ Alkmaar,Willem II,EH|1552162|-2,-2,,1,1,HOME,DRAW,AWAY,LOSS,LOSS,WIN,1.91,4.33,2.75,1.96,4.25,2.7,-1.000000,-1.000000,1.750000,-1.000000,-1.000000,1.700000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1552162|-1,EUROPEAN_HANDICAP,1552162,Eredivisie,88,2026-09-11T18:00:00Z,2026-09-11T20:47:13Z,AZ Alkmaar,Willem II,EH|1552162|-1,-1,,1,1,HOME,DRAW,AWAY,LOSS,LOSS,WIN,1.4,5.0,5.5,1.36,4.75,5.85,-1.000000,-1.000000,4.500000,-1.000000,-1.000000,4.850000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1552162|+1,EUROPEAN_HANDICAP,1552162,Eredivisie,88,2026-09-11T18:00:00Z,2026-09-11T20:47:13Z,AZ Alkmaar,Willem II,EH|1552162|+1,+1,,1,1,HOME,DRAW,AWAY,WIN,LOSS,LOSS,1.03,19.0,41.0,,,,0.030000,-1.000000,-1.000000,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1553170|-3,EUROPEAN_HANDICAP,1553170,Ekstraklasa,106,2026-09-11T18:30:00Z,2026-09-11T20:47:13Z,Wisla Krakow,Jagiellonia,EH|1553170|-3,-3,,2,0,HOME,DRAW,AWAY,LOSS,LOSS,WIN,21.0,13.0,1.06,,,,-1.000000,-1.000000,0.060000,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1553170|-2,EUROPEAN_HANDICAP,1553170,Ekstraklasa,106,2026-09-11T18:30:00Z,2026-09-11T20:47:13Z,Wisla Krakow,Jagiellonia,EH|1553170|-2,-2,,2,0,HOME,DRAW,AWAY,LOSS,WIN,LOSS,8.0,6.5,1.22,8.7,6.95,1.16,-1.000000,5.500000,-1.000000,-1.000000,5.950000,-1.000000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1553170|-1,EUROPEAN_HANDICAP,1553170,Ekstraklasa,106,2026-09-11T18:30:00Z,2026-09-11T20:47:13Z,Wisla Krakow,Jagiellonia,EH|1553170|-1,-1,,2,0,HOME,DRAW,AWAY,WIN,LOSS,LOSS,4.0,4.33,1.67,4.15,4.3,1.57,3.000000,-1.000000,-1.000000,3.150000,-1.000000,-1.000000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1553170|+1,EUROPEAN_HANDICAP,1553170,Ekstraklasa,106,2026-09-11T18:30:00Z,2026-09-11T20:47:13Z,Wisla Krakow,Jagiellonia,EH|1553170|+1,+1,,2,0,HOME,DRAW,AWAY,WIN,LOSS,LOSS,1.4,5.0,6.0,1.4,4.8,5.35,0.400000,-1.000000,-1.000000,0.400000,-1.000000,-1.000000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1553170|+2,EUROPEAN_HANDICAP,1553170,Ekstraklasa,106,2026-09-11T18:30:00Z,2026-09-11T20:47:13Z,Wisla Krakow,Jagiellonia,EH|1553170|+2,+2,,2,0,HOME,DRAW,AWAY,WIN,LOSS,LOSS,1.11,8.5,13.0,,,,0.110000,-1.000000,-1.000000,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1584405|-4,EUROPEAN_HANDICAP,1584405,Super Lig,203,2026-09-11T17:00:00Z,2026-09-11T20:47:13Z,Beşiktaş,Erzurumspor FK,EH|1584405|-4,-4,,3,0,HOME,DRAW,AWAY,LOSS,LOSS,WIN,11.0,8.0,1.17,8.7,7.7,1.13,-1.000000,-1.000000,0.170000,-1.000000,-1.000000,0.130000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1584405|-3,EUROPEAN_HANDICAP,1584405,Super Lig,203,2026-09-11T17:00:00Z,2026-09-11T20:47:13Z,Beşiktaş,Erzurumspor FK,EH|1584405|-3,-3,,3,0,HOME,DRAW,AWAY,LOSS,WIN,LOSS,5.0,5.0,1.44,4.6,5.05,1.41,-1.000000,4.000000,-1.000000,-1.000000,4.050000,-1.000000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1584405|-2,EUROPEAN_HANDICAP,1584405,Super Lig,203,2026-09-11T17:00:00Z,2026-09-11T20:47:13Z,Beşiktaş,Erzurumspor FK,EH|1584405|-2,-2,,3,0,HOME,DRAW,AWAY,WIN,LOSS,LOSS,2.62,4.0,2.1,2.52,3.96,2.13,1.620000,-1.000000,-1.000000,1.520000,-1.000000,-1.000000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1584405|-1,EUROPEAN_HANDICAP,1584405,Super Lig,203,2026-09-11T17:00:00Z,2026-09-11T20:47:13Z,Beşiktaş,Erzurumspor FK,EH|1584405|-1,-1,,3,0,HOME,DRAW,AWAY,WIN,LOSS,LOSS,1.67,4.0,4.0,1.67,3.84,4.1,0.670000,-1.000000,-1.000000,0.670000,-1.000000,-1.000000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1584405|+1,EUROPEAN_HANDICAP,1584405,Super Lig,203,2026-09-11T17:00:00Z,2026-09-11T20:47:13Z,Beşiktaş,Erzurumspor FK,EH|1584405|+1,+1,,3,0,HOME,DRAW,AWAY,WIN,LOSS,LOSS,1.05,13.0,29.0,,,,0.050000,-1.000000,-1.000000,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1584405|+2,EUROPEAN_HANDICAP,1584405,Super Lig,203,2026-09-11T17:00:00Z,2026-09-11T20:47:13Z,Beşiktaş,Erzurumspor FK,EH|1584405|+2,+2,,3,0,HOME,DRAW,AWAY,WIN,LOSS,LOSS,1.01,29.0,67.0,,,,0.010000,-1.000000,-1.000000,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
DRAW_NO_BET|1575164,DRAW_NO_BET,1575164,Bundesliga,78,2026-09-11T18:30:00Z,2026-09-11T20:47:13Z,Union Berlin,FC Schalke 04,,0,,1,3,F1(0),F2(0),,LOSS,WIN,,1.8,2.05,,1.76,2.07,,-1.000000,1.050000,,-1.000000,1.070000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
DRAW_NO_BET|1561926,DRAW_NO_BET,1561926,Austrian Bundesliga,218,2026-09-11T17:30:00Z,2026-09-11T20:47:13Z,Ried,Red Bull Salzburg,,0,,1,1,F1(0),F2(0),,PUSH,PUSH,,4.25,1.21,,4.1,1.16,,0.000000,0.000000,,0.000000,0.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
DRAW_NO_BET|1549016,DRAW_NO_BET,1549016,Danish Superliga,119,2026-09-11T17:00:00Z,2026-09-11T20:47:13Z,FC Copenhagen,AC Horsens,,0,,2,0,F1(0),F2(0),,WIN,LOSS,,1.12,6.25,,1.04,6.85,,0.120000,-1.000000,,0.040000,-1.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
DRAW_NO_BET|1553170,DRAW_NO_BET,1553170,Ekstraklasa,106,2026-09-11T18:30:00Z,2026-09-11T20:47:13Z,Wisla Krakow,Jagiellonia,,0,,2,0,F1(0),F2(0),,WIN,LOSS,,1.68,2.15,,1.7,2.06,,0.680000,-1.000000,,0.700000,-1.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
DRAW_NO_BET|1584405,DRAW_NO_BET,1584405,Super Lig,203,2026-09-11T17:00:00Z,2026-09-11T20:47:13Z,Beşiktaş,Erzurumspor FK,,0,,3,0,F1(0),F2(0),,WIN,LOSS,,1.1,6.8,,1.01,8.5,,0.100000,-1.000000,,0.010000,-1.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1570381|H|0.5,TEAM_TOTAL,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,TT|1570381|H|0.5,0.5,H,1,0,OVER,UNDER,,WIN,LOSS,,1.25,3.75,,1.27,3.4,,0.250000,-1.000000,,0.270000,-1.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1570381|H|1.5,TEAM_TOTAL,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,TT|1570381|H|1.5,1.5,H,1,0,OVER,UNDER,,LOSS,WIN,,2.2,1.62,,2.26,1.65,,-1.000000,0.620000,,-1.000000,0.650000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1570381|H|2.5,TEAM_TOTAL,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,TT|1570381|H|2.5,2.5,H,1,0,OVER,UNDER,,LOSS,WIN,,5.0,1.17,,5.05,1.15,,-1.000000,0.170000,,-1.000000,0.150000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1570381|H|3.5,TEAM_TOTAL,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,TT|1570381|H|3.5,3.5,H,1,0,OVER,UNDER,,LOSS,WIN,,13.0,1.04,,,,,-1.000000,0.040000,,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1570381|A|0.5,TEAM_TOTAL,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,TT|1570381|A|0.5,0.5,A,1,0,OVER,UNDER,,LOSS,WIN,,1.57,2.25,,1.56,2.27,,-1.000000,1.250000,,-1.000000,1.270000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1570381|A|1.5,TEAM_TOTAL,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,TT|1570381|A|1.5,1.5,A,1,0,OVER,UNDER,,LOSS,WIN,,4.0,1.22,,3.92,1.25,,-1.000000,0.220000,,-1.000000,0.250000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1570381|A|2.5,TEAM_TOTAL,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,TT|1570381|A|2.5,2.5,A,1,0,OVER,UNDER,,LOSS,WIN,,13.0,1.04,,11.25,1.02,,-1.000000,0.040000,,-1.000000,0.020000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1550126|H|0.5,TEAM_TOTAL,1550126,Serie A,135,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Venezia,Fiorentina,TT|1550126|H|0.5,0.5,H,2,4,OVER,UNDER,,WIN,LOSS,,1.25,3.75,,1.23,3.72,,0.250000,-1.000000,,0.230000,-1.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1550126|H|1.5,TEAM_TOTAL,1550126,Serie A,135,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Venezia,Fiorentina,TT|1550126|H|1.5,1.5,H,2,4,OVER,UNDER,,WIN,LOSS,,2.25,1.57,,2.27,1.64,,1.250000,-1.000000,,1.270000,-1.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1550126|H|2.5,TEAM_TOTAL,1550126,Serie A,135,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Venezia,Fiorentina,TT|1550126|H|2.5,2.5,H,2,4,OVER,UNDER,,LOSS,WIN,,5.5,1.14,,5.2,1.14,,-1.000000,0.140000,,-1.000000,0.140000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1550126|H|3.5,TEAM_TOTAL,1550126,Serie A,135,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Venezia,Fiorentina,TT|1550126|H|3.5,3.5,H,2,4,OVER,UNDER,,LOSS,WIN,,15.0,1.03,,,,,-1.000000,0.030000,,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1550126|A|0.5,TEAM_TOTAL,1550126,Serie A,135,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Venezia,Fiorentina,TT|1550126|A|0.5,0.5,A,2,4,OVER,UNDER,,WIN,LOSS,,1.22,4.0,,1.22,3.82,,0.220000,-1.000000,,0.220000,-1.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1550126|A|1.5,TEAM_TOTAL,1550126,Serie A,135,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Venezia,Fiorentina,TT|1550126|A|1.5,1.5,A,2,4,OVER,UNDER,,WIN,LOSS,,2.1,1.67,,2.14,1.72,,1.100000,-1.000000,,1.140000,-1.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1550126|A|2.5,TEAM_TOTAL,1550126,Serie A,135,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Venezia,Fiorentina,TT|1550126|A|2.5,2.5,A,2,4,OVER,UNDER,,WIN,LOSS,,4.5,1.18,,4.6,1.18,,3.500000,-1.000000,,3.600000,-1.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1550126|A|3.5,TEAM_TOTAL,1550126,Serie A,135,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Venezia,Fiorentina,TT|1550126|A|3.5,3.5,A,2,4,OVER,UNDER,,WIN,LOSS,,13.0,1.04,,11.0,1.01,,12.000000,-1.000000,,10.000000,-1.000000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1550126|A|4.5,TEAM_TOTAL,1550126,Serie A,135,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Venezia,Fiorentina,TT|1550126|A|4.5,4.5,A,2,4,OVER,UNDER,,LOSS,WIN,,29.0,1.01,,,,,-1.000000,0.010000,,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1552763|H|0.5,TEAM_TOTAL,1552763,Ligue 1,61,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Rennes,Marseille,TT|1552763|H|0.5,0.5,H,1,0,OVER,UNDER,,WIN,LOSS,,1.12,6.0,,,,,0.120000,-1.000000,,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1552763|H|1.5,TEAM_TOTAL,1552763,Ligue 1,61,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Rennes,Marseille,TT|1552763|H|1.5,1.5,H,1,0,OVER,UNDER,,LOSS,WIN,,1.62,2.2,,1.67,2.23,,-1.000000,1.200000,,-1.000000,1.230000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1552763|H|2.5,TEAM_TOTAL,1552763,Ligue 1,61,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Rennes,Marseille,TT|1552763|H|2.5,2.5,H,1,0,OVER,UNDER,,LOSS,WIN,,3.0,1.36,,3.0,1.36,,-1.000000,0.360000,,-1.000000,0.360000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1552763|H|3.5,TEAM_TOTAL,1552763,Ligue 1,61,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Rennes,Marseille,TT|1552763|H|3.5,3.5,H,1,0,OVER,UNDER,,LOSS,WIN,,6.5,1.11,,6.25,1.08,,-1.000000,0.110000,,-1.000000,0.080000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1552763|H|4.5,TEAM_TOTAL,1552763,Ligue 1,61,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Rennes,Marseille,TT|1552763|H|4.5,4.5,H,1,0,OVER,UNDER,,LOSS,WIN,,17.0,1.02,,,,,-1.000000,0.020000,,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1552763|A|0.5,TEAM_TOTAL,1552763,Ligue 1,61,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Rennes,Marseille,TT|1552763|A|0.5,0.5,A,1,0,OVER,UNDER,,LOSS,WIN,,1.25,3.75,,1.24,3.64,,-1.000000,2.750000,,-1.000000,2.640000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1552763|A|1.5,TEAM_TOTAL,1552763,Ligue 1,61,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Rennes,Marseille,TT|1552763|A|1.5,1.5,A,1,0,OVER,UNDER,,LOSS,WIN,,2.2,1.62,,2.23,1.67,,-1.000000,0.620000,,-1.000000,0.670000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1552763|A|2.5,TEAM_TOTAL,1552763,Ligue 1,61,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Rennes,Marseille,TT|1552763|A|2.5,2.5,A,1,0,OVER,UNDER,,LOSS,WIN,,5.5,1.14,,4.95,1.16,,-1.000000,0.140000,,-1.000000,0.160000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1552763|A|3.5,TEAM_TOTAL,1552763,Ligue 1,61,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Rennes,Marseille,TT|1552763|A|3.5,3.5,A,1,0,OVER,UNDER,,LOSS,WIN,,15.0,1.03,,,,,-1.000000,0.030000,,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1558626|H|0.5,TEAM_TOTAL,1558626,Belgian Pro League,144,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,KV Mechelen,Anderlecht,TT|1558626|H|0.5,0.5,H,0,1,OVER,UNDER,,LOSS,WIN,,1.4,2.75,,1.37,2.8,,-1.000000,1.750000,,-1.000000,1.800000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1558626|H|1.5,TEAM_TOTAL,1558626,Belgian Pro League,144,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,KV Mechelen,Anderlecht,TT|1558626|H|1.5,1.5,H,0,1,OVER,UNDER,,LOSS,WIN,,3.0,1.36,,2.88,1.39,,-1.000000,0.360000,,-1.000000,0.390000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1558626|H|2.5,TEAM_TOTAL,1558626,Belgian Pro League,144,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,KV Mechelen,Anderlecht,TT|1558626|H|2.5,2.5,H,0,1,OVER,UNDER,,LOSS,WIN,,9.0,1.07,,7.4,1.05,,-1.000000,0.070000,,-1.000000,0.050000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1558626|H|3.5,TEAM_TOTAL,1558626,Belgian Pro League,144,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,KV Mechelen,Anderlecht,TT|1558626|H|3.5,3.5,H,0,1,OVER,UNDER,,LOSS,WIN,,23.0,1.01,,,,,-1.000000,0.010000,,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1558626|A|0.5,TEAM_TOTAL,1558626,Belgian Pro League,144,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,KV Mechelen,Anderlecht,TT|1558626|A|0.5,0.5,A,0,1,OVER,UNDER,,WIN,LOSS,,1.17,5.0,,,,,0.170000,-1.000000,,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1558626|A|1.5,TEAM_TOTAL,1558626,Belgian Pro League,144,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,KV Mechelen,Anderlecht,TT|1558626|A|1.5,1.5,A,0,1,OVER,UNDER,,LOSS,WIN,,1.8,1.91,,1.69,2.13,,-1.000000,0.910000,,-1.000000,1.130000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1558626|A|2.5,TEAM_TOTAL,1558626,Belgian Pro League,144,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,KV Mechelen,Anderlecht,TT|1558626|A|2.5,2.5,A,0,1,OVER,UNDER,,LOSS,WIN,,3.5,1.28,,3.05,1.33,,-1.000000,0.280000,,-1.000000,0.330000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1558626|A|3.5,TEAM_TOTAL,1558626,Belgian Pro League,144,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,KV Mechelen,Anderlecht,TT|1558626|A|3.5,3.5,A,0,1,OVER,UNDER,,LOSS,WIN,,9.0,1.07,,6.3,1.06,,-1.000000,0.070000,,-1.000000,0.060000,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
TEAM_TOTAL|TT|1558626|A|4.5,TEAM_TOTAL,1558626,Belgian Pro League,144,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,KV Mechelen,Anderlecht,TT|1558626|A|4.5,4.5,A,0,1,OVER,UNDER,,LOSS,WIN,,21.0,1.01,,,,,-1.000000,0.010000,,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
DOUBLE_CHANCE|1570381,DOUBLE_CHANCE,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,,,,1,0,1X,X2,12,WIN,LOSS,WIN,1.22,1.8,1.3,1.25,1.87,1.36,0.220000,-1.000000,0.300000,0.250000,-1.000000,0.360000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
DOUBLE_CHANCE|1550126,DOUBLE_CHANCE,1550126,Serie A,135,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Venezia,Fiorentina,,,,2,4,1X,X2,12,LOSS,WIN,WIN,1.5,1.4,1.33,1.55,1.46,1.35,-1.000000,0.400000,0.330000,-1.000000,0.460000,0.350000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
DOUBLE_CHANCE|1552763,DOUBLE_CHANCE,1552763,Ligue 1,61,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,Rennes,Marseille,,,,1,0,1X,X2,12,WIN,LOSS,WIN,1.36,1.7,1.25,1.34,1.85,1.28,0.360000,-1.000000,0.250000,0.340000,-1.000000,0.280000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
DOUBLE_CHANCE|1558626,DOUBLE_CHANCE,1558626,Belgian Pro League,144,2026-09-11T18:45:00Z,2026-09-12T00:50:18Z,KV Mechelen,Anderlecht,,,,0,1,1X,X2,12,LOSS,WIN,WIN,2.0,1.22,1.28,1.99,1.2,1.25,-1.000000,0.220000,0.280000,-1.000000,0.200000,0.250000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1570381|-3,EUROPEAN_HANDICAP,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,EH|1570381|-3,-3,,1,0,HOME,DRAW,AWAY,LOSS,LOSS,WIN,21.0,12.0,1.07,,,,-1.000000,-1.000000,0.070000,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1570381|-2,EUROPEAN_HANDICAP,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,EH|1570381|-2,-2,,1,0,HOME,DRAW,AWAY,LOSS,LOSS,WIN,9.0,5.5,1.25,7.8,5.6,1.22,-1.000000,-1.000000,0.250000,-1.000000,-1.000000,0.220000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1570381|-1,EUROPEAN_HANDICAP,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,EH|1570381|-1,-1,,1,0,HOME,DRAW,AWAY,LOSS,WIN,LOSS,3.75,3.6,1.83,3.72,3.34,1.87,-1.000000,2.600000,-1.000000,-1.000000,2.340000,-1.000000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1570381|+1,EUROPEAN_HANDICAP,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,EH|1570381|+1,+1,,1,0,HOME,DRAW,AWAY,WIN,LOSS,LOSS,1.25,5.5,11.0,1.25,5.3,9.6,0.250000,-1.000000,-1.000000,0.250000,-1.000000,-1.000000,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
EUROPEAN_HANDICAP|EH|1570381|+2,EUROPEAN_HANDICAP,1570381,La Liga,140,2026-09-11T19:00:00Z,2026-09-12T00:50:18Z,Sevilla,Valencia,EH|1570381|+2,+2,,1,0,HOME,DRAW,AWAY,WIN,LOSS,LOSS,1.05,13.0,29.0,,,,0.050000,-1.000000,-1.000000,,,,FT,SETTLED,Prospective observed-close research settlement; not proof of a placed bet
