fixture_id,kickoff_utc,team_id,team_name,side,pair_candidates,pair_eligible_prior,pair_prior_sample_mean,pair_points_delta_mean,pair_points_delta_min,pair_points_delta_max,trio_candidates,trio_eligible_prior,trio_prior_sample_mean,trio_points_delta_mean,trio_points_delta_min,trio_points_delta_max,line_candidates,line_eligible_prior,line_prior_sample_mean,line_points_delta_mean,line_points_delta_min,line_points_delta_max,anti_pair_prior_count,anti_trio_prior_count,anti_line_prior_count,team_points,team_goal_diff,outcome_known_after_match_only,strictly_prior_combo_history_only,temporal_authority,prematch_observation_time_known,validation_authority,research_only
1390118,2025-12-07T16:00:00+00:00,637,Sturm Graz,HOME,55,23,8.826,-0.088,-0.493,0.122,165,40,6.875,-0.284,-1.136,0.145,3,0,,,,,11,23,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390120,2025-12-14T16:00:00+00:00,637,Sturm Graz,AWAY,55,25,9.2,-0.055,-0.617,0.357,165,45,7.133,-0.151,-0.767,0.687,3,1,5,0.078,0.078,0.078,12,25,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390128,2026-02-08T16:00:00+00:00,637,Sturm Graz,HOME,55,6,10.5,-0.036,-0.131,0.082,165,4,8.5,-0.078,-0.164,0.047,2,0,,,,,3,3,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390132,2026-02-14T16:00:00+00:00,637,Sturm Graz,AWAY,55,6,11.5,-0.007,-0.096,0.093,165,4,9.5,-0.019,-0.079,0.065,3,0,,,,,3,3,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390139,2026-02-22T13:30:00+00:00,637,Sturm Graz,HOME,55,4,6.5,-0.171,-0.361,0.239,165,1,4,-0.074,-0.074,-0.074,3,0,,,,,3,1,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390145,2026-03-01T16:00:00+00:00,637,Sturm Graz,AWAY,55,13,8.154,-0.168,-0.736,0.251,165,12,5.833,-0.266,-0.865,0.124,3,0,,,,,10,9,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390155,2026-03-08T16:00:00+00:00,637,Sturm Graz,HOME,55,1,7,-0.202,-0.202,-0.202,165,0,,,,,3,0,,,,,1,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531171,2026-03-15T16:00:00+00:00,637,Sturm Graz,AWAY,55,19,7.474,-0.035,-0.42,0.546,165,22,5,-0.025,-0.525,0.505,2,0,,,,,10,13,0,3,3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531233,2026-03-20T18:30:00+00:00,637,Sturm Graz,HOME,55,29,7.379,-0.04,-0.744,0.567,165,49,4.898,0.07,-0.833,0.578,3,0,,,,,13,17,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531238,2026-04-05T15:00:00+00:00,637,Sturm Graz,AWAY,55,15,6.467,0.087,-0.203,0.433,165,17,4.529,0.204,-0.428,0.73,3,0,,,,,5,4,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531240,2026-04-12T12:30:00+00:00,637,Sturm Graz,HOME,55,19,7.526,0.151,-0.093,0.548,165,28,5.071,0.257,-0.242,0.999,3,1,4,0.188,0.188,0.188,4,4,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531244,2026-04-19T15:00:00+00:00,637,Sturm Graz,AWAY,55,33,7.545,0.06,-0.22,0.396,165,64,5.188,0.077,-0.666,0.702,3,1,5,0.061,0.061,0.061,10,17,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531247,2026-04-22T18:30:00+00:00,637,Sturm Graz,HOME,55,32,9.094,-0.069,-0.636,0.257,165,54,6.019,-0.104,-1.053,0.635,3,0,,,,,16,22,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531250,2026-04-26T15:00:00+00:00,637,Sturm Graz,HOME,55,32,9.875,-0.035,-0.479,0.347,165,57,6.526,-0.069,-0.872,0.749,3,1,6,-0.054,-0.054,-0.054,15,24,1,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531253,2026-05-03T15:00:00+00:00,637,Sturm Graz,AWAY,55,38,8.474,-0.083,-0.643,0.29,165,72,5.778,-0.083,-0.805,0.476,3,1,7,-0.096,-0.096,-0.096,24,32,1,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531254,2026-05-10T15:00:00+00:00,637,Sturm Graz,AWAY,55,39,9.538,-0.053,-0.399,0.208,165,91,6.242,-0.113,-0.651,0.375,2,0,,,,,21,33,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531259,2026-05-17T12:30:00+00:00,637,Sturm Graz,HOME,55,43,10.628,-0.071,-0.63,0.323,165,102,7.029,-0.139,-0.797,0.57,3,1,6,0.068,0.068,0.068,23,51,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390028,2025-08-02T15:00:00+00:00,1025,Wolfsberger AC,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390035,2025-08-10T15:00:00+00:00,1025,Wolfsberger AC,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390043,2025-08-17T15:00:00+00:00,1025,Wolfsberger AC,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,3,3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390047,2025-08-24T15:00:00+00:00,1025,Wolfsberger AC,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1399968,2025-08-31T15:00:00+00:00,1025,Wolfsberger AC,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390059,2025-09-13T15:00:00+00:00,1025,Wolfsberger AC,HOME,55,1,5,0.0,0.0,0.0,165,0,,,,,3,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390061,2025-09-20T15:00:00+00:00,1025,Wolfsberger AC,AWAY,55,5,5.2,0.013,-0.133,0.167,165,4,4.5,0.042,-0.178,0.222,3,0,,,,,2,1,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390070,2025-09-27T15:00:00+00:00,1025,Wolfsberger AC,HOME,55,10,5.4,-0.017,-0.117,0.131,165,12,4.583,-0.041,-0.457,0.175,3,0,,,,,5,6,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390075,2025-10-04T15:00:00+00:00,1025,Wolfsberger AC,AWAY,55,18,5.611,-0.041,-0.267,0.225,165,35,4.486,-0.114,-0.583,0.3,3,1,4,0.272,0.272,0.272,12,20,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390083,2025-10-18T15:00:00+00:00,1025,Wolfsberger AC,HOME,55,35,5.914,0.007,-0.314,0.283,165,97,4.701,0.057,-0.607,0.603,3,1,5,0.293,0.293,0.293,13,42,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390084,2025-10-26T13:30:00+00:00,1025,Wolfsberger AC,AWAY,55,52,6.288,-0.009,-0.333,0.381,165,160,5.162,-0.034,-0.681,0.379,3,3,4.667,0.061,-0.042,0.16,28,83,1,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390090,2025-11-02T13:30:00+00:00,1025,Wolfsberger AC,HOME,55,55,7.164,0.025,-0.238,0.363,165,165,6.097,0.032,-0.444,0.372,3,3,5.667,0.134,0.069,0.181,19,55,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390100,2025-11-08T16:00:00+00:00,1025,Wolfsberger AC,HOME,55,36,8.639,-0.022,-0.225,0.15,165,84,7.5,-0.064,-0.417,0.183,3,1,6,0.0,0.0,0.0,16,45,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390105,2025-11-22T16:00:00+00:00,1025,Wolfsberger AC,AWAY,55,28,8.536,-0.007,-0.232,0.227,165,56,7.25,-0.036,-0.436,0.3,3,1,7,-0.089,-0.089,-0.089,15,29,1,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390113,2025-11-29T16:00:00+00:00,1025,Wolfsberger AC,AWAY,55,40,8.975,0.026,-0.233,0.467,165,96,7.469,0.046,-0.439,0.506,3,1,6,0.329,0.329,0.329,18,34,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390119,2025-12-07T13:30:00+00:00,1025,Wolfsberger AC,HOME,55,29,9.552,-0.02,-0.35,0.232,165,61,7.393,-0.053,-0.901,0.34,3,0,,,,,13,31,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390125,2025-12-14T13:30:00+00:00,1025,Wolfsberger AC,AWAY,55,29,8.586,0.065,-0.217,0.367,165,53,6.585,0.098,-0.648,0.685,3,0,,,,,9,18,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390126,2026-02-08T13:30:00+00:00,1025,Wolfsberger AC,HOME,55,32,10.25,-0.028,-0.567,0.364,165,64,8.594,-0.025,-0.678,0.381,3,0,,,,,18,29,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390137,2026-02-15T13:30:00+00:00,1025,Wolfsberger AC,AWAY,55,35,10.114,-0.042,-0.294,0.314,165,66,8.727,-0.045,-0.43,0.358,3,0,,,,,22,35,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390140,2026-02-21T16:00:00+00:00,1025,Wolfsberger AC,AWAY,55,42,10.024,-0.024,-0.451,0.319,165,89,7.764,-0.036,-0.569,0.49,3,0,,,,,24,48,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390145,2026-03-01T16:00:00+00:00,1025,Wolfsberger AC,HOME,55,26,11.962,-0.075,-0.456,0.1,165,45,9.467,-0.169,-0.831,0.127,3,1,4,-0.468,-0.468,-0.468,18,36,1,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390150,2026-03-08T16:00:00+00:00,1025,Wolfsberger AC,AWAY,55,29,11.69,-0.035,-0.404,0.221,165,58,8.5,-0.096,-0.678,0.625,3,0,,,,,17,35,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531168,2026-03-14T16:00:00+00:00,1025,Wolfsberger AC,AWAY,55,46,12.174,-0.101,-0.542,0.253,165,119,9.092,-0.204,-0.768,0.493,3,2,6,0.024,-0.361,0.41,30,89,1,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531262,2026-03-21T16:00:00+00:00,1025,Wolfsberger AC,HOME,55,28,12.393,-0.064,-0.542,0.333,165,56,8.768,-0.113,-0.682,0.476,2,0,,,,,17,30,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531265,2026-04-04T15:00:00+00:00,1025,Wolfsberger AC,AWAY,55,32,12.344,-0.058,-0.457,0.301,165,62,9.21,-0.147,-0.792,0.422,2,0,,,,,19,36,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531267,2026-04-11T15:00:00+00:00,1025,Wolfsberger AC,HOME,55,39,13.077,-0.053,-0.519,0.357,165,93,9.269,-0.172,-0.737,0.513,3,1,6,-0.406,-0.406,-0.406,23,61,1,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531271,2026-04-18T15:00:00+00:00,1025,Wolfsberger AC,HOME,55,39,11.385,-0.153,-0.658,0.321,165,85,7.859,-0.298,-1.02,0.366,3,0,,,,,30,68,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531273,2026-04-21T16:30:00+00:00,1025,Wolfsberger AC,AWAY,55,35,13.571,-0.119,-0.474,0.292,165,71,10.366,-0.194,-0.607,0.435,3,0,,,,,27,50,0,0,-3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531277,2026-04-25T15:00:00+00:00,1025,Wolfsberger AC,HOME,55,37,13.351,-0.064,-0.762,0.419,165,79,9.278,-0.098,-0.762,0.996,3,0,,,,,19,43,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531280,2026-05-04T16:30:00+00:00,1025,Wolfsberger AC,AWAY,55,40,13.65,0.048,-0.425,0.857,165,91,9.451,0.091,-0.407,1.558,3,0,,,,,17,41,0,3,3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531282,2026-05-09T15:00:00+00:00,1025,Wolfsberger AC,AWAY,55,46,11.696,0.068,-0.516,0.775,165,102,7.941,0.13,-0.787,0.981,3,0,,,,,17,34,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531286,2026-05-16T15:00:00+00:00,1025,Wolfsberger AC,HOME,55,45,13.6,-0.01,-0.904,0.487,165,104,9.433,-0.0,-1.016,0.697,3,1,8,0.492,0.492,0.492,24,46,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1545407,2026-05-19T16:30:00+00:00,1025,Wolfsberger AC,AWAY,55,51,13.882,-0.038,-0.649,0.755,165,130,9.585,-0.092,-0.995,1.366,3,1,4,0.965,0.965,0.965,29,78,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390028,2025-08-02T15:00:00+00:00,618,SCR Altach,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390033,2025-08-09T15:00:00+00:00,618,SCR Altach,HOME,55,0,,,,,165,0,,,,,2,0,,,,,0,0,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390041,2025-08-17T15:00:00+00:00,618,SCR Altach,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390049,2025-08-24T15:00:00+00:00,618,SCR Altach,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390053,2025-08-31T15:00:00+00:00,618,SCR Altach,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390055,2025-09-13T15:00:00+00:00,618,SCR Altach,HOME,55,15,5,0.0,0.0,0.0,165,20,5,0.0,0.0,0.0,3,0,,,,,0,0,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390062,2025-09-21T12:30:00+00:00,618,SCR Altach,HOME,55,36,5.417,0.092,0.0,0.183,165,84,5.238,0.157,0.0,0.244,3,0,,,,,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390068,2025-09-27T15:00:00+00:00,618,SCR Altach,AWAY,55,33,6.152,0.056,-0.057,0.143,165,84,5.571,0.122,-0.076,0.229,3,0,,,,,5,10,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390074,2025-10-05T12:30:00+00:00,618,SCR Altach,HOME,55,40,6.575,0.059,-0.083,0.286,165,113,5.717,0.116,-0.411,0.413,3,1,4,0.286,0.286,0.286,8,16,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1399969,2025-10-19T12:30:00+00:00,618,SCR Altach,AWAY,55,45,7.667,0.063,-0.095,0.214,165,120,7.092,0.126,-0.127,0.5,3,1,5,0.1,0.1,0.1,4,9,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390087,2025-10-25T15:00:00+00:00,618,SCR Altach,HOME,55,45,8.044,0.033,-0.346,0.181,165,120,7.133,0.073,-0.397,0.413,2,1,4,0.628,0.628,0.628,9,33,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390094,2025-11-01T16:00:00+00:00,618,SCR Altach,AWAY,55,36,8.833,0.016,-0.294,0.203,165,84,7.833,0.033,-0.342,0.421,2,1,5,0.464,0.464,0.464,10,24,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390099,2025-11-09T13:30:00+00:00,618,SCR Altach,AWAY,55,36,9.889,0.07,-0.083,0.275,165,84,8.988,0.14,-0.111,0.533,3,0,,,,,6,13,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390105,2025-11-22T16:00:00+00:00,618,SCR Altach,HOME,55,45,10.089,0.05,-0.24,0.217,165,120,8.767,0.109,-0.311,0.598,3,0,,,,,11,26,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390112,2025-11-30T13:30:00+00:00,618,SCR Altach,HOME,55,36,11.444,0.059,-0.125,0.225,165,84,10.321,0.117,-0.194,0.425,3,2,6,0.188,0.125,0.251,9,16,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390116,2025-12-07T13:30:00+00:00,618,SCR Altach,AWAY,55,45,12.489,0.049,-0.115,0.199,165,120,11.358,0.099,-0.179,0.374,3,1,4,-0.302,-0.302,-0.302,11,24,1,3,3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390122,2025-12-13T16:00:00+00:00,618,SCR Altach,AWAY,55,51,12.49,0.052,-0.083,0.202,165,159,10.403,0.107,-0.395,0.412,2,1,7,0.079,0.079,0.079,8,23,0,0,-3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390131,2026-02-08T13:30:00+00:00,618,SCR Altach,HOME,55,35,11.371,0.04,-0.383,0.26,165,77,9.286,0.09,-0.456,0.681,3,0,,,,,9,18,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390136,2026-02-14T16:00:00+00:00,618,SCR Altach,AWAY,55,41,10.951,0.085,-0.267,0.444,165,92,8.967,0.134,-0.491,0.721,3,0,,,,,10,23,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390143,2026-02-21T16:00:00+00:00,618,SCR Altach,HOME,55,32,11.406,0.068,-0.244,0.494,165,62,9.097,0.112,-0.431,0.631,3,0,,,,,8,18,0,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390146,2026-03-01T16:00:00+00:00,618,SCR Altach,HOME,55,33,12.182,0.107,-0.168,0.512,165,74,9.108,0.238,-0.25,0.963,3,0,,,,,7,15,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390155,2026-03-08T16:00:00+00:00,618,SCR Altach,AWAY,55,54,12.944,0.082,-0.16,0.469,165,156,10.038,0.157,-0.358,0.855,3,1,4,0.585,0.585,0.585,13,36,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531169,2026-03-14T16:00:00+00:00,618,SCR Altach,HOME,55,40,12.4,0.064,-0.174,0.286,165,97,9.206,0.109,-0.377,0.544,3,0,,,,,8,27,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531262,2026-03-21T16:00:00+00:00,618,SCR Altach,AWAY,55,42,12.81,0.075,-0.2,0.521,165,111,9.189,0.169,-0.35,0.925,3,1,5,0.217,0.217,0.217,11,26,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531263,2026-04-03T17:30:00+00:00,618,SCR Altach,AWAY,55,55,15.091,0.04,-0.192,0.353,165,164,11.713,0.065,-0.36,0.589,3,2,5,0.172,0.138,0.206,17,56,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531266,2026-04-11T15:00:00+00:00,618,SCR Altach,HOME,55,55,14.418,0.068,-0.209,0.664,165,163,10.871,0.121,-0.346,1.006,3,2,6,-0.031,-0.057,-0.004,14,43,2,3,1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531270,2026-04-18T15:00:00+00:00,618,SCR Altach,AWAY,55,55,16.909,0.022,-0.265,0.285,165,165,13.388,0.022,-0.5,0.436,3,2,7,0.129,0.126,0.132,20,65,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531272,2026-04-21T16:30:00+00:00,618,SCR Altach,HOME,55,44,15.75,0.069,-0.253,0.677,165,112,12.036,0.122,-0.467,1.01,3,1,7,0.065,0.065,0.065,13,37,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531275,2026-04-24T17:30:00+00:00,618,SCR Altach,AWAY,55,49,16.98,0.005,-0.242,0.216,165,130,13.508,-0.002,-0.439,0.38,3,2,8.5,0.056,0.018,0.094,21,58,0,0,-3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531280,2026-05-04T16:30:00+00:00,618,SCR Altach,HOME,55,54,17.167,0.045,-0.258,0.587,165,156,13.269,0.075,-0.502,0.846,3,2,9.5,-0.036,-0.082,0.01,22,68,1,0,-3.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531281,2026-05-09T15:00:00+00:00,618,SCR Altach,AWAY,55,55,18.364,0.058,-0.165,0.443,165,165,14.248,0.12,-0.269,0.917,3,3,8.333,0.305,-0.155,1.122,19,50,2,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1531284,2026-05-16T15:00:00+00:00,618,SCR Altach,HOME,55,45,20,0.052,-0.121,0.32,165,120,15.867,0.103,-0.257,0.689,3,2,8,0.344,-0.158,0.847,13,31,1,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390029,2025-08-02T17:30:00+00:00,1028,Ried,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,1,0.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390033,2025-08-09T15:00:00+00:00,1028,Ried,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,0,-1.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390040,2025-08-16T17:30:00+00:00,1028,Ried,HOME,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390044,2025-08-23T15:00:00+00:00,1028,Ried,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390051,2025-08-30T15:00:00+00:00,1028,Ried,AWAY,55,0,,,,,165,0,,,,,3,0,,,,,0,0,0,3,2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
1390060,2025-09-14T12:30:00+00:00,1028,Ried,HOME,55,15,5,0.0,0.0,0.0,165,20,5,0.0,0.0,0.0,3,1,5,0.0,0.0,0.0,0,0,0,0,-2.0,YES,YES,RETROSPECTIVE_CHRONOLOGY_ONLY,NO,ASSOCIATION_DATASET_ONLY,YES
