factor,bucket,scope_type,scope_value,seasons_with_matches,total_matches,min_season_matches,max_season_matches,home_roi_observed_seasons,home_roi_positive_seasons,draw_roi_observed_seasons,draw_roi_positive_seasons,away_roi_observed_seasons,away_roi_positive_seasons,over25_roi_observed_seasons,over25_roi_positive_seasons,under25_roi_observed_seasons,under25_roi_positive_seasons,home_calibration_observed_seasons,home_calibration_positive_seasons,away_calibration_observed_seasons,away_calibration_positive_seasons,over25_calibration_observed_seasons,over25_calibration_positive_seasons,research_only,operational_betting_authority,creates_signal,promotes_factor
DOMESTIC_CUP_96H_SIDE,BOTH,LEAGUE,P1,7,14,1,3,6,4,6,3,6,0,6,2,6,5,6,4,6,1,6,2,true,false,false,false
DOMESTIC_CUP_96H_SIDE,BOTH,LEAGUE,POL,7,50,2,10,7,4,7,4,7,1,0,0,0,0,7,4,7,1,0,0,true,false,false,false
DOMESTIC_CUP_96H_SIDE,BOTH,LEAGUE,SC0,8,30,1,8,6,3,6,5,6,2,6,2,6,4,6,3,6,2,6,3,true,false,false,false
DOMESTIC_CUP_96H_SIDE,BOTH,LEAGUE,SP1,8,121,6,27,7,6,7,3,7,1,7,4,7,4,7,6,7,1,7,3,true,false,false,false
DOMESTIC_CUP_96H_SIDE,BOTH,LEAGUE,T1,8,74,5,15,6,2,6,3,6,2,6,4,6,1,6,3,6,2,6,4,true,false,false,false
DOMESTIC_CUP_96H_SIDE,HOME_ONLY,ALL,ALL,9,1111,98,138,9,3,9,2,9,3,7,0,7,1,9,4,9,4,7,3,true,false,false,false
DOMESTIC_CUP_96H_SIDE,HOME_ONLY,LEAGUE,AUT,9,42,1,9,9,6,9,3,9,2,0,0,0,0,9,6,9,4,0,0,true,false,false,false
DOMESTIC_CUP_96H_SIDE,HOME_ONLY,LEAGUE,B1,7,43,3,9,7,1,7,3,7,4,7,5,7,1,7,1,7,6,7,5,true,false,false,false
DOMESTIC_CUP_96H_SIDE,HOME_ONLY,LEAGUE,D1,9,61,4,11,7,4,7,2,7,3,7,3,7,3,7,5,7,2,7,4,true,false,false,false
DOMESTIC_CUP_96H_SIDE,HOME_ONLY,LEAGUE,DNK,9,93,3,18,9,2,9,4,9,4,0,0,0,0,9,3,9,4,0,0,true,false,false,false
DOMESTIC_CUP_96H_SIDE,HOME_ONLY,LEAGUE,E0,9,133,9,21,7,4,7,2,7,4,7,4,7,1,7,3,7,3,7,4,true,false,false,false
DOMESTIC_CUP_96H_SIDE,HOME_ONLY,LEAGUE,F1,9,91,4,17,7,3,7,4,7,4,7,3,7,4,7,3,7,4,7,3,true,false,false,false
DOMESTIC_CUP_96H_SIDE,HOME_ONLY,LEAGUE,I1,9,110,8,16,7,2,7,3,7,1,7,2,7,4,7,2,7,3,7,2,true,false,false,false
DOMESTIC_CUP_96H_SIDE,HOME_ONLY,LEAGUE,N1,9,105,7,18,7,3,7,4,7,0,7,0,7,2,7,3,7,2,7,2,true,false,false,false
