factor,bucket,scope_type,scope_value,matches,sample_band,home_wins,draws,away_wins,home_win_rate,draw_rate,away_win_rate,avg_total_goals,over25_rate,btts_rate,closing_1x2_matches,closing_1x2_avg_source_rows,closing_1x2_b365_source_rows,closing_home_hit_rate,closing_draw_hit_rate,closing_away_hit_rate,avg_market_novig_home,avg_market_novig_draw,avg_market_novig_away,home_calibration_pp,draw_calibration_pp,away_calibration_pp,home_flat_bet_roi_pct,draw_flat_bet_roi_pct,away_flat_bet_roi_pct,closing_total25_matches,closing_total25_avg_source_rows,closing_total25_b365_source_rows,closing_over25_hit_rate,closing_under25_hit_rate,avg_market_novig_over25,avg_market_novig_under25,over25_calibration_pp,under25_calibration_pp,over25_flat_bet_roi_pct,under25_flat_bet_roi_pct,research_only,operational_betting_authority,creates_signal,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,I1|2023/2024,301,200_499,132,88,81,0.43854,0.29236,0.2691,2.621,0.50166,0.52492,301,301,0,0.43854,0.29236,0.2691,0.42963,0.26451,0.30586,0.891,2.785,-3.676,-8.867,2.306,-23.718,301,301,0,0.50166,0.49834,0.47953,0.52047,2.213,-2.213,-1.003,-9.272,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,I1|2024/2025,309,200_499,126,84,99,0.40777,0.27184,0.32039,2.608,0.48867,0.52427,309,309,0,0.40777,0.27184,0.32039,0.42223,0.26753,0.31024,-1.446,0.431,1.015,-13.68,-4.68,-12.479,309,309,0,0.48867,0.51133,0.47923,0.52077,0.944,-0.944,-3.883,-7.184,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,I1|2025/2026,318,200_499,122,85,111,0.38365,0.2673,0.34906,2.399,0.45283,0.45283,318,318,0,0.38365,0.2673,0.34906,0.40938,0.27117,0.31945,-2.573,-0.387,2.961,-12.874,-7.965,2.792,318,318,0,0.45283,0.54717,0.45535,0.54465,-0.252,0.252,-3.827,-3.991,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,SP1|2017/2018,329,200_499,157,74,98,0.4772,0.22492,0.29787,2.711,0.51368,0.46809,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,SP1|2018/2019,309,200_499,130,91,88,0.42071,0.2945,0.28479,2.524,0.45307,0.50485,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,SP1|2019/2020,321,200_499,148,89,84,0.46106,0.27726,0.26168,2.52,0.46417,0.51713,321,321,0,0.46106,0.27726,0.26168,0.44399,0.26591,0.2901,1.707,1.135,-2.842,1.826,-0.748,-17.414,321,321,0,0.46417,0.53583,0.47031,0.52969,-0.614,0.614,-6.439,-4.315,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,SP1|2020/2021,290,200_499,120,81,89,0.41379,0.27931,0.3069,2.566,0.45172,0.52759,290,290,0,0.41379,0.27931,0.3069,0.41825,0.26539,0.31636,-0.446,1.392,-0.946,-7.393,-0.114,-5.034,290,290,0,0.45172,0.54828,0.4664,0.5336,-1.468,1.468,-6.976,-1.634,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,SP1|2021/2022,311,200_499,133,94,84,0.42765,0.30225,0.2701,2.466,0.42765,0.48553,311,311,0,0.42765,0.30225,0.2701,0.4426,0.26916,0.28824,-1.495,3.309,-1.814,-10.457,8.006,-11.196,311,311,0,0.42765,0.57235,0.45978,0.54022,-3.213,3.213,-11.068,1.46,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,SP1|2022/2023,305,200_499,143,72,90,0.46885,0.23607,0.29508,2.515,0.4623,0.50492,305,305,0,0.46885,0.23607,0.29508,0.43737,0.26748,0.29515,3.148,-3.141,-0.007,4.203,-16.318,-12.413,305,305,0,0.4623,0.5377,0.45939,0.54061,0.291,-0.291,-5.259,-5.695,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,SP1|2023/2024,325,200_499,145,95,85,0.44615,0.29231,0.26154,2.631,0.45538,0.50769,325,325,0,0.44615,0.29231,0.26154,0.4468,0.26345,0.28976,-0.065,2.886,-2.822,-12.185,4.778,-23.566,325,325,0,0.45538,0.54462,0.47692,0.52308,-2.154,2.154,-9.572,-1.489,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,SP1|2024/2025,312,200_499,144,80,88,0.46154,0.25641,0.28205,2.583,0.48397,0.53846,312,312,0,0.46154,0.25641,0.28205,0.4445,0.26733,0.28817,1.704,-1.092,-0.612,-2.221,-10.981,-8.253,312,312,0,0.48397,0.51603,0.46384,0.53616,2.013,-2.013,-0.872,-8.071,true,false,false,false,false,false,false
HIGH_PRESSURE_SIDE,NEITHER,LEAGUE_SEASON,SP1|2025/2026,298,200_499,137,77,84,0.45973,0.25839,0.28188,2.691,0.5,0.5604,298,298,0,0.45973,0.25839,0.28188,0.43763,0.26381,0.29856,2.21,-0.542,-1.668,-4.396,-10.161,-13.369,298,298,0,0.5,0.5,0.48953,0.51047,1.047,-1.047,-4.218,-8.319,true,false,false,false,false,false,false
