season,player_id,team_id,team_name,status,attempts,last_attempt_at_utc,last_error
2026,525018,867,Lecce,EMPTY,1,2026-09-18T18:55:41Z,
2026,535152,169,Eintracht Frankfurt,EMPTY,1,2026-09-18T18:55:41Z,
2026,538,529,Barcelona,CAPTURED,1,2026-09-18T18:55:41Z,
2026,538541,63,Leeds,EMPTY,1,2026-09-18T18:55:41Z,
2026,548511,164,FSV Mainz 05,EMPTY,1,2026-09-18T18:55:41Z,
2026,548529,167,1899 Hoffenheim,EMPTY,1,2026-09-18T18:55:41Z,
2026,548539,164,FSV Mainz 05,EMPTY,1,2026-09-18T18:55:41Z,
2026,551227,539,Levante,EMPTY,1,2026-09-18T18:55:41Z,
2026,551380,544,Deportivo La Coruna,EMPTY,1,2026-09-18T18:55:41Z,
2026,552669,505,Inter,EMPTY,1,2026-09-18T18:55:41Z,
2026,552679,497,AS Roma,EMPTY,1,2026-09-18T18:55:41Z,
2026,552810,523,Parma,EMPTY,1,2026-09-18T18:55:41Z,
2026,557343,63,Leeds,EMPTY,1,2026-09-18T18:55:41Z,
2026,557413,52,Crystal Palace,EMPTY,1,2026-09-18T18:55:41Z,
2026,557414,52,Crystal Palace,CAPTURED,1,2026-09-18T18:55:41Z,
2026,557455,64,Hull City,EMPTY,1,2026-09-18T18:55:41Z,
2026,557507,63,Leeds,EMPTY,1,2026-09-18T18:55:41Z,
2026,557584,52,Crystal Palace,EMPTY,1,2026-09-18T18:55:41Z,
2026,558590,867,Lecce,EMPTY,1,2026-09-18T18:55:41Z,
2026,559723,500,Bologna,EMPTY,1,2026-09-18T18:55:41Z,
2026,562615,79,Lille,EMPTY,1,2026-09-18T18:55:41Z,
2026,563925,496,Juventus,EMPTY,1,2026-09-18T18:55:41Z,
2026,567646,495,Genoa,EMPTY,1,2026-09-18T18:55:41Z,
2026,567667,895,Como,EMPTY,1,2026-09-18T18:55:41Z,
2026,567684,495,Genoa,EMPTY,1,2026-09-18T18:55:41Z,
2026,567697,192,1. FC Köln,EMPTY,1,2026-09-18T18:55:41Z,
2026,568002,529,Barcelona,EMPTY,1,2026-09-18T18:55:41Z,
2026,568058,81,Marseille,EMPTY,1,2026-09-18T18:55:41Z,
2026,568137,108,Auxerre,EMPTY,1,2026-09-18T18:55:41Z,
2026,568143,529,Barcelona,EMPTY,1,2026-09-18T18:55:41Z,
2026,568268,85,Paris Saint Germain,EMPTY,1,2026-09-18T18:55:41Z,
