entity_id,entity_type,rule_or_stage,api_fixture_id,league,home_team,away_team,kickoff_utc,event_time_utc,event_type,status,selection,bookmaker,odds,details
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T13:42:02Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T14:42:44Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T15:42:34Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T16:44:09Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T17:42:34Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T18:45:40Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T19:41:01Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T20:42:47Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T21:42:50Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T22:42:56Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-13T23:41:49Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T00:49:33Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T01:44:49Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T02:45:29Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T03:46:35Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T04:46:20Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T05:44:36Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T06:50:56Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T07:47:02Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T08:47:03Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T09:46:50Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T10:46:30Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T11:45:52Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T12:51:07Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T13:47:30Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T14:48:28Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T15:47:52Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T16:47:32Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T17:44:50Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T18:49:34Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T19:43:55Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T20:44:45Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T21:44:43Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T22:45:04Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-14T23:42:35Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T00:49:56Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T01:46:36Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T02:46:51Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T03:46:48Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T04:47:18Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T05:46:29Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T06:50:40Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T07:47:31Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T08:49:04Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T09:48:15Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-15T10:45:16Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
ST62-O1-1575159,WATCH,Stage62,1575159,Bundesliga,RB Leipzig,Hamburger SV,2026-09-13T13:30:00Z,2026-09-13T12:26:19Z,WATCH_CROSSING,WATCH_ONLY,ТБ(2.5),Marathonbet,1.26,movement_pp=0.06370866
ST62-O1-1575159,WATCH,Stage62,1575159,Bundesliga,RB Leipzig,Hamburger SV,2026-09-13T13:30:00Z,2026-09-13T13:21:20Z,WATCH_CLOSE,QUALIFIED_AT_CLOSE,ТБ(2.5),Marathonbet,1.26,close_qualified=YES
ST62-O1-1575159,WATCH,Stage62,1575159,Bundesliga,RB Leipzig,Hamburger SV,2026-09-13T13:30:00Z,2026-09-13T15:29:20Z,WATCH_SETTLEMENT,SETTLED,ТБ(2.5),Marathonbet,1.26,result=W profit_u=0.260
ST62-O1-1575166,WATCH,Stage62,1575166,Bundesliga,SV Elversberg,Bayern München,2026-09-13T15:30:00Z,2026-09-13T12:26:19Z,WATCH_CROSSING,WATCH_ONLY,ТБ(2.5),Marathonbet,1.09,movement_pp=0.03232386
ST62-O1-1575166,WATCH,Stage62,1575166,Bundesliga,SV Elversberg,Bayern München,2026-09-13T15:30:00Z,2026-09-13T15:21:47Z,WATCH_CLOSE,QUALIFIED_AT_CLOSE,ТБ(2.5),Marathonbet,1.1,close_qualified=YES
ST62-O1-1575166,WATCH,Stage62,1575166,Bundesliga,SV Elversberg,Bayern München,2026-09-13T15:30:00Z,2026-09-13T17:28:23Z,WATCH_SETTLEMENT,SETTLED,ТБ(2.5),Marathonbet,1.09,result=W profit_u=0.090
